"Id","SalePrice"
1461,126289.138568232
1462,156998.592423595
1463,188061.369227418
1464,201070.621511459
1465,179269.637991498
1466,174001.166749376
1467,177608.762650398
1468,168378.208936329
1469,185854.435212929
1470,129979.768006775
1471,206407.957016141
1472,94903.2519118697
1473,92297.3518193702
1474,147923.906844649
1475,116330.358282209
1476,380288.065231134
1477,262296.053068401
1478,283021.180246712
1479,283571.250927064
1480,506160.083474409
1481,352432.530143064
1482,201325.434653835
1483,174155.227643822
1484,162609.264788425
1485,178531.056807213
1486,198258.808048205
1487,333566.327543294
1488,233577.896553473
1489,207183.605948642
1490,217839.207493249
1491,188547.854622825
1492,88908.3995645574
1493,171157.213693997
1494,280746.12493152
1495,284256.547682144
1496,236736.599438913
1497,178515.563775495
1498,159769.475020337
1499,154572.367478384
1500,152631.451208767
1501,175653.264439506
1502,138223.997875409
1503,300522.645337126
1504,231852.36416595
1505,221521.987548849
1506,189918.131874325
1507,262623.697351727
1508,210367.413776187
1509,155537.969378115
1510,152263.190942933
1511,149501.964427009
1512,169028.356490446
1513,145687.929677135
1514,155998.927040758
1515,211662.587689278
1516,142410.960423288
1517,161646.928904242
1518,130301.962596161
1519,242352.72623058
1520,138610.772582094
1521,140554.104399009
1522,166047.324543246
1523,109328.33298204
1524,116245.075717698
1525,117996.30893441
1526,119855.394842419
1527,101169.087590195
1528,132501.556354371
1529,156944.101790801
1530,172058.640284412
1531,107188.172904918
1532,98259.6710061134
1533,152537.884373063
1534,123000.6543081
1535,150682.426267081
1536,107027.905568829
1537,60008.6498911812
1538,144554.452929125
1539,186590.568086659
1540,96126.6671745563
1541,140409.546564079
1542,139559.689860896
1543,210744.921452385
1544,81865.7257598376
1545,103971.218267607
1546,128069.246576387
1547,135022.428715037
1548,131403.359890791
1549,117092.011996825
1550,135253.764187042
1551,112899.628043508
1552,144194.128715179
1553,134620.116008867
1554,116216.034040967
1555,168068.738769603
1556,95358.6853285754
1557,107680.068879402
1558,92408.1494595692
1559,79675.8477133722
1560,133889.292530519
1561,145419.192252305
1562,129672.590843758
1563,117762.253812807
1564,154296.511814561
1565,134891.793017831
1566,223343.736991089
1567,68581.9804014118
1568,214470.104846365
1569,138457.649552118
1570,140678.8195375
1571,123601.886977599
1572,145436.112507556
1573,224536.928212598
1574,104854.550685821
1575,222669.980209842
1576,228882.124531046
1577,197159.939426454
1578,137254.445836515
1579,158229.494946385
1580,195147.120648479
1581,151457.529548272
1582,130650.246745449
1583,322602.88857604
1584,226299.288058215
1585,140828.623784923
1586,65894.4788678585
1587,96829.610710083
1588,148055.161286539
1589,94282.3337759036
1590,136148.534185765
1591,100483.310232676
1592,121498.806828689
1593,124497.317889562
1594,153041.171261094
1595,110087.808408473
1596,243868.080818874
1597,176804.336716567
1598,194312.546395087
1599,158787.143210288
1600,166424.637647068
1601,60673.4109895702
1602,102448.457460776
1603,82106.8580592457
1604,268364.669900471
1605,242833.944542029
1606,171260.241709057
1607,166611.391076828
1608,223643.625184324
1609,188875.579031906
1610,160644.014519509
1611,134644.511130926
1612,174514.678971646
1613,177932.575024129
1614,126776.165883275
1615,84056.8518999369
1616,73882.3261979007
1617,91880.1947177212
1618,126550.640493338
1619,143894.659086275
1620,171474.496652648
1621,138576.539720803
1622,137831.729925751
1623,281399.367017567
1624,213630.094175647
1625,128064.727611121
1626,157047.560305327
1627,185725.623046937
1628,274838.555319819
1629,183923.880824598
1630,371228.317432558
1631,221066.768465978
1632,226688.954896253
1633,174269.865641302
1634,190442.472413511
1635,178430.631377644
1636,155228.263066516
1637,205396.293945064
1638,176962.060887177
1639,174672.359532228
1640,238178.447628364
1641,176952.441590799
1642,231229.667031509
1643,218659.898576761
1644,234060.44097717
1645,202600.681239522
1646,163644.111179462
1647,163364.684786074
1648,134180.223268213
1649,148817.0338865
