"Id","SalePrice"
1461,121141.179125267
1462,160212.412311296
1463,185311.620252193
1464,192051.850267727
1465,185045.484054091
1466,170752.397463316
1467,176880.397876102
1468,167731.521862499
1469,185119.087981944
1470,121982.249987908
1471,198156.356240105
1472,92689.9687243033
1473,98421.4498647688
1474,152635.381398129
1475,124143.649911875
1476,352294.081732859
1477,250576.730512774
1478,271790.250942833
1479,267472.950288296
1480,539653.6290401
1481,342750.688425196
1482,207563.515940055
1483,163560.326704468
1484,166803.12627943
1485,175563.498804492
1486,191376.101327323
1487,317697.727454486
1488,232288.363542552
1489,193124.2749578
1490,203229.410541592
1491,188014.206276979
1492,82689.1397737504
1493,171722.097378146
1494,298607.118290303
1495,307574.233961943
1496,228582.623584323
1497,178104.044215504
1498,165499.214152359
1499,159945.557071008
1500,147177.273542901
1501,165334.676856125
1502,155998.034410291
1503,294778.316057902
1504,241580.382242713
1505,212548.773941798
1506,192233.259259622
1507,261575.127130914
1508,202224.840544876
1509,160066.258543361
1510,148026.642359846
1511,141969.030775241
1512,173727.58032632
1513,148071.964612166
1514,167817.283006896
1515,189624.943941108
1516,145352.639862694
1517,148550.032717324
1518,140065.965731279
1519,224590.682556473
1520,135240.22112081
1521,133822.273750115
1522,166939.828426942
1523,110812.817156687
1524,129662.450675857
1525,123054.038556594
1526,113166.208890104
1527,104633.091330781
1528,137201.050640959
1529,145780.075254008
1530,167962.825198994
1531,107474.676199805
1532,95456.9523452101
1533,146070.373637534
1534,120817.667904916
1535,147079.195166126
1536,111015.166254208
1537,68600.2307889356
1538,153355.873773321
1539,184492.011341996
1540,87748.1440165084
1541,141770.684468063
1542,140128.226593378
1543,219329.051553931
1544,74780.6794589244
1545,100501.040041819
1546,121710.802455699
1547,131799.704384997
1548,128310.937915207
1549,102408.211953196
1550,125782.748268139
1551,116975.600549416
1552,121325.588466956
1553,142157.757466398
1554,113470.855143075
1555,164722.141540409
1556,83070.4296146427
1557,99835.6899888023
1558,88263.1291440747
1559,82808.0649850096
1560,139158.455472783
1561,133795.730826775
1562,132078.914684104
1563,125181.173742487
1564,152957.855678788
1565,139212.877968271
1566,251738.412689954
1567,70633.2658542245
1568,219705.459108919
1569,134688.561940424
1570,137736.201381308
1571,116659.653409521
1572,144567.136409484
1573,240353.232308073
1574,100376.614134968
1575,216183.756266433
1576,212851.015066413
1577,194330.151726649
1578,142019.676496387
1579,137264.001580044
1580,196848.438040892
1581,149576.550370229
1582,130063.466840937
1583,341578.896805513
1584,217582.375162889
1585,139056.304862893
1586,66363.4951478315
1587,101685.229625101
1588,142389.367686051
1589,102161.711962951
1590,135949.373507988
1591,101515.665623947
1592,120641.048563542
1593,129586.795437649
1594,126695.790762387
1595,114814.873758741
1596,244968.989852384
1597,183912.304559155
1598,197984.46210841
1599,167411.425312955
1600,168202.628242859
1601,59506.1798531663
1602,107945.442664568
1603,92405.1531806685
1604,278156.243824406
1605,254799.604570248
1606,169765.991410649
1607,161457.117131455
1608,216347.929013544
1609,185215.859005852
1610,150773.704647132
1611,143395.05556058
1612,170847.686714673
1613,168396.194629862
1614,122879.540425741
1615,83983.1344118914
1616,72583.4697175264
1617,92587.4860117602
1618,125043.721116314
1619,136613.769807807
1620,163796.812175778
1621,136788.332913293
1622,138165.877179769
1623,326006.806253137
1624,210383.464148414
1625,126721.166872905
1626,160213.023474313
1627,185222.57128057
1628,265987.665251608
1629,162954.831254579
1630,335188.18364893
1631,219922.846554281
1632,235376.197457848
1633,169689.105630154
1634,188905.121971491
1635,181573.882385686
1636,156093.277117151
1637,203200.534207561
1638,193718.792773246
1639,186492.545248678
1640,281407.686404361
1641,173784.749168919
1642,224483.400818434
1643,227190.415006044
1644,225507.553152085
1645,184141.509795307
1646,157706.589050097
1647,152956.251095441
1648,136660.550146049
1649,139604.416775791
1650,114897.792154997
1651,119233.604689101
1652,95868.677979206
1653,100388.580673074
1654,150738.049189348
1655,146604.462418068
1656,143988.004825926
1657,156466.025704649
1658,146618.024897683
1659,136079.605877619
1660,146163.318672609
1661,440067.859157263
1662,382687.78260862
1663,365268.767176525
1664,520477.185999626
1665,286658.722926761
1666,337396.286562012
1667,377943.762336397
1668,324361.005372357
1669,294532.436465705
1670,341766.257308599
1671,251426.266901679
1672,492341.036039364
1673,295463.926569861
1674,239015.35262994
1675,177116.885321925
1676,186573.130131566
1677,222220.667012492
1678,517473.443407415
1679,431391.993450311
1680,368005.834840718
1681,241726.954096583
1682,295525.642036863
1683,178405.278637116
1684,179329.998742923
1685,167743.039467521
1686,165019.154412914
1687,168233.429883836
1688,191043.127210595
1689,185161.463227946
1690,193174.746230842
1691,179939.873237337
1692,254744.936372009
1693,166313.257073143
1694,179808.644025769
1695,167437.610940813
1696,274182.762250727
1697,164636.706050244
1698,335912.035857944
1699,315941.979224504
1700,232282.382378507
1701,268861.63852318
1702,255662.482595028
1703,266773.92009128
1704,291427.41077748
1705,223205.544588014
1706,426402.721362906
1707,217971.998703491
1708,203104.438520308
1709,259023.727808583
1710,218547.32118921
1711,259961.395890832
1712,278909.037158081
1713,262464.955307448
1714,225543.901349853
1715,203844.538277649
1716,181269.890896039
1717,175889.62088559
1718,137500.095473589
1719,192132.821805575
1720,243998.820599316
1721,170172.039404406
1722,131951.378546408
1723,159829.671735442
1724,208400.738395372
1725,237663.386944813
1726,174598.41342776
1727,153290.951827496
1728,187598.680105809
1729,161890.991753951
1730,144196.603992693
1731,122763.579984561
1732,130215.502411592
1733,119992.980274289
1734,118113.510883645
1735,136975.658995082
1736,121224.388736208
1737,334953.954481351
1738,228878.632093633
1739,258336.185260931
1740,212222.87603325
1741,188847.841697326
1742,165366.688067935
1743,166733.783622997
1744,321202.70742862
1745,214345.17058987
1746,179857.522150354
1747,216304.605004679
1748,235682.352048728
1749,154555.563458412
1750,129114.456764072
1751,236714.926548029
1752,123915.59868023
1753,151547.687653147
1754,184133.783072169
1755,168940.204177932
1756,129002.208160455
1757,121901.89151333
1758,142825.931366202
1759,163087.757431548
1760,164256.553869091
1761,135256.601953715
1762,170136.826399524
1763,161791.131406661
1764,120140.57668883
1765,167253.12147725
1766,174807.6753196
1767,204460.162937619
1768,145011.898323474
1769,175372.731867446
1770,143357.316925351
1771,123356.124534112
1772,140612.559228976
1773,125952.840505138
1774,135532.277755207
1775,139868.544146449
1776,127884.099692152
1777,111307.33413634
1778,142442.472681918
1779,110997.804552654
1780,181094.337561179
1781,130155.783999876
1782,87246.1476086981
1783,144653.192870888
1784,97794.2062135802
1785,121458.722321546
1786,129064.228215
1787,172390.581727945
1788,52630.5875465249
1789,92711.9819524821
1790,76932.8005129262
1791,187604.226337126
1792,159090.294666652
1793,136472.223344807
1794,140534.267458737
1795,134419.345307077
1796,109400.507222118
1797,125631.934386816
1798,121810.66572307
1799,116290.426278416
1800,124168.870099339
1801,125118.155876712
1802,116843.592047114
1803,146811.391613552
1804,145246.357904424
1805,136143.989813998
1806,122225.741514042
1807,127802.290857025
1808,116478.892453895
1809,123141.615398952
1810,141497.567294115
1811,95168.3538626982
1812,91877.3031784192
1813,120104.147368654
1814,93619.6648704335
1815,46822.8024503895
1816,93396.27871822
1817,102181.686860634
1818,134357.698961926
1819,122506.048092477
1820,66293.6606835156
1821,104417.476907621
1822,144995.165700036
1823,45115.834595022
1824,130936.88643177
1825,134891.664375054
1826,100885.441891627
1827,102641.112229458
1828,130831.163276726
1829,101049.712911612
1830,140742.42659526
1831,151737.715351376
1832,92187.038690838
1833,131039.070881068
1834,120593.886354004
1835,135176.135672159
1836,125016.17717278
1837,81875.4074140476
1838,121268.2123097
1839,91234.6704114376
1840,163531.784254443
1841,158977.758004915
1842,83616.392753397
1843,126636.720368015
1844,132420.077068097
1845,133667.556720459
1846,151077.404916004
1847,162873.263611304
1848,47301.4642980938
1849,108776.818759654
1850,114886.396912475
1851,156308.084003701
1852,131078.31689621
1853,134157.703453248
1854,170866.587994039
1855,147435.47995917
1856,214835.100324226
1857,135240.350095997
1858,133702.999556367
1859,118390.257625427
1860,145649.448702298
1861,118424.811825952
1862,295068.014502091
1863,289446.993574127
1864,289514.906928462
1865,312964.732372713
1866,329772.925378046
1867,236408.106996837
1868,317468.151479418
1869,208014.138124316
1870,228275.024086989
1871,243651.885932019
1872,163438.549117431
1873,241504.596149675
1874,142452.25376612
1875,209256.703615108
1876,198548.302930828
1877,204773.944826737
1878,196014.4389312
1879,126698.32814475
1880,132743.130265737
1881,237443.181851524
1882,254404.314284483
1883,190580.190216368
1884,195825.166294204
1885,256013.578622657
1886,305108.21118823
1887,205135.545874773
1888,274815.228833823
1889,161682.389253743
1890,125316.745751987
1891,137746.972951649
1892,106211.111817528
1893,126595.423698769
1894,133459.933371665
1895,136546.689484727
1896,126640.585072993
1897,108989.169273291
1898,116506.999825445
1899,143777.376420674
1900,131750.818490116
1901,170362.997981557
1902,140081.862333673
1903,221570.793945387
1904,144191.378456665
1905,208565.76323777
1906,184328.27897175
1907,189481.591686038
1908,106200.172973449
1909,141158.727960636
1910,119884.202662873
1911,195674.700864233
1912,333320.516315993
1913,132265.719781238
1914,57764.4315573941
1915,312971.298702994
1916,64259.5343729472
1917,252401.896524266
1918,138199.086012695
1919,164506.125710022
1920,150452.391494104
1921,438288.658896389
1922,317393.983644946
1923,210259.707344271
1924,253322.841042282
1925,188350.163762934
1926,395492.836975345
1927,126113.540686142
1928,158993.981424147
1929,124218.970452164
1930,124015.260365658
1931,139798.132463305
1932,135555.157582678
1933,161370.758854083
1934,172639.505235161
1935,166778.789448806
1936,184101.65040646
1937,178559.662859982
1938,176926.961420663
1939,257111.933394026
1940,187653.791876696
1941,171072.356052481
1942,183898.27369909
1943,208792.437767897
1944,343194.541587587
1945,368039.177333828
1946,133970.781484085
1947,339036.117917819
1948,171034.020730002
1949,250614.729399824
1950,190584.915812203
1951,243879.942214314
1952,223103.81811722
1953,173120.434177285
1954,189500.566527432
1955,135622.52683902
1956,298257.905023911
1957,156629.056232992
1958,307902.346922874
1959,143989.652647299
1960,116523.334101182
1961,124510.853833332
1962,92061.3161133595
1963,98672.8512746881
1964,110885.971394486
1965,154601.70518985
1966,149597.663662734
1967,270623.255910182
1968,454976.835331773
1969,399860.281227165
1970,477889.174645312
1971,466181.802322261
1972,381351.813473606
1973,258612.018860744
1974,314951.335733378
1975,491064.156331087
1976,265308.456435903
1977,353798.07806107
1978,349907.047997914
1979,350003.499827367
1980,194082.526528061
1981,339025.771514477
1982,229803.803025147
1983,199925.468915482
1984,167572.435915007
1985,225343.306573109
1986,198973.850002492
1987,176582.0749942
1988,171930.371377508
1989,189085.542191911
1990,199668.809684651
1991,217515.9844225
1992,209024.94014717
1993,171569.370766699
1994,236725.988504832
1995,188197.185664988
1996,255954.744372542
1997,307321.491153982
1998,336270.058227373
1999,244896.111057544
2000,325003.820455898
2001,244538.571975481
2002,249823.202969004
2003,257862.606713876
2004,249323.378697254
2005,230333.45984639
2006,231994.8038016
2007,244347.414401591
2008,208015.328394167
2009,186380.709163362
2010,191880.31076513
2011,145810.386228308
2012,171313.98455627
2013,176288.962617918
2014,182930.63148876
2015,200586.255214292
2016,189785.598267235
2017,197871.584305876
2018,123605.423306538
2019,133233.953126606
2020,112725.338162492
2021,114062.593190419
2022,177507.163171829
2023,138932.100647543
2024,239730.794003112
2025,357534.558897006
2026,173094.680413239
2027,149138.836876876
2028,142531.614048304
2029,164313.740070223
2030,269648.159642728
2031,230797.635744948
2032,249177.66625874
2033,271592.55375079
2034,162275.109063288
2035,219312.109561156
2036,194069.385474985
2037,196105.122860681
2038,282869.261687087
2039,215985.100780875
2040,272471.761533281
2041,295792.94263314
2042,196457.036628563
2043,167956.5782237
2044,168023.545086228
2045,203517.81740318
2046,145156.903014831
2047,148883.468667042
2048,137349.771240683
2049,135785.851830502
2050,179043.081879575
2051,106982.902266796
2052,123294.730918443
2053,143743.649646416
2054,76597.5040361234
2055,147315.030333554
2056,135150.097550486
2057,120009.002135121
2058,224865.437402098
2059,131925.961589248
2060,166776.721777199
2061,174722.674101429
2062,134160.902060282
2063,120087.883755732
2064,142984.158085083
2065,116114.99897591
2066,153375.765275154
2067,115148.773644996
2068,140090.546113648
2069,85958.0123302283
2070,116888.730210364
2071,88199.8527784521
2072,145071.100289608
2073,136251.667267974
2074,181533.193793469
2075,143173.414989678
2076,125287.468888742
2077,151277.374216041
2078,125451.627104079
2079,133133.358176635
2080,123379.066772999
2081,128997.533253642
2082,118750.182629301
2083,143916.205595861
2084,121493.476912188
2085,125757.799941143
2086,117414.280821615
2087,120327.938155115
2088,100758.810419334
2089,69958.4528826753
2090,132616.09100592
2091,117183.838788342
2092,127488.830360706
2093,111020.248241538
2094,119006.628369963
2095,134598.93435717
2096,79601.2655591926
2097,97435.8917931245
2098,136506.066554555
2099,49782.7573672927
2100,88229.1292854457
2101,101724.802957051
2102,127040.85705871
2103,99404.462476487
2104,127871.294556247
2105,117696.460392524
2106,65146.414571959
2107,221209.543549918
2108,113762.433647889
2109,106566.425234075
2110,127904.346618459
2111,138466.100594295
2112,140879.265738013
2113,120265.184270331
2114,111702.490826108
2115,157238.03621946
2116,117755.290994769
2117,140589.362087197
2118,115450.719257722
2119,98758.2384985324
2120,115213.692264986
2121,84658.1294573273
2122,86098.3876750245
2123,87606.6663006926
2124,152585.460959365
2125,116530.001810605
2126,144508.415733292
2127,155399.043843866
2128,121611.253013434
2129,94950.96098021
2130,134501.798219345
2131,136467.147587081
2132,116219.802398453
2133,122954.445779441
2134,126626.576078574
2135,99972.5062639106
2136,67071.9110634427
2137,102940.786940986
2138,130359.634609983
2139,149926.015953647
2140,132563.109589423
2141,137996.794144456
2142,123609.54915151
2143,139360.722467942
2144,114053.129847804
2145,132049.191405689
2146,169028.517688525
2147,138988.42285064
2148,139507.393526397
2149,136325.493019878
2150,231458.677834136
2151,114910.832328663
2152,171967.103590576
2153,163738.712803861
2154,107122.566077121
2155,141604.347157335
2156,251426.746459683
2157,241835.788177518
2158,226620.866082217
2159,191362.778526583
2160,172833.727159982
2161,242196.073744286
2162,407821.875044024
2163,371320.376882484
2164,248258.059043844
2165,181996.716921242
2166,139224.694443152
2167,217600.843688992
2168,194096.038679421
2169,195747.492275426
2170,218684.923648196
2171,141253.397167508
2172,128374.829310645
2173,162005.281625335
2174,230037.105468011
2175,287520.887535935
2176,320818.196358968
2177,233602.178354754
2178,217287.506275638
2179,140922.802815671
2180,246211.722519708
2181,195257.140767378
2182,211568.54314519
2183,187072.535122739
2184,123940.181544094
2185,119378.217759207
2186,145191.51524333
2187,145795.925160937
2188,151176.419374594
2189,267172.632318939
2190,83076.6883990879
2191,86816.3771763085
2192,87129.4898829338
2193,109611.984577149
2194,103284.96297332
2195,109100.754159567
2196,110012.767636142
2197,117660.211134339
2198,167991.179776412
2199,178938.614110082
2200,156801.976301661
2201,141976.883741091
2202,217030.496493551
2203,123714.391800177
2204,177765.509123745
2205,113325.616448069
2206,146490.140054852
2207,197589.105967026
2208,255253.925354778
2209,199228.475917199
2210,111259.894775808
2211,113691.610223623
2212,116573.907089253
2213,95182.6949622739
2214,127100.358389327
